tower_id,subscription_id,rsrp_dbm,ts
T0134,S00561,-70,2025-03-15T19:34:00Z
T0288,S00012,-88,2025-03-23T13:35:00Z
T0088,S01319,-110,2025-03-28T09:24:00Z
T0139,S00155,-110,2025-03-19T00:21:00Z
T0238,S01709,-101,2025-03-10T18:29:00Z
T0167,S00614,-79,2025-03-16T21:24:00Z
T0192,S00261,-62,2025-03-23T13:11:00Z
T0319,S01929,-117,2025-03-05T19:42:00Z
T0347,S00365,-96,2025-03-16T08:54:00Z
T0061,S01098,-84,2025-03-17T08:04:00Z
T0424,S01474,-68,2025-03-03T20:49:00Z
T0453,S01787,-112,2025-03-13T02:35:00Z
T0006,S00987,-120,2025-03-23T18:48:00Z
T0087,S00871,-120,2025-03-13T01:32:00Z
T0002,S01747,-109,2025-03-12T21:48:00Z
T0115,S01528,-119,2025-03-04T14:47:00Z
T0431,S01833,-108,2025-03-15T19:33:00Z
T0099,S00115,-60,2025-03-25T13:29:00Z
T0329,S00981,-115,2025-03-08T19:33:00Z
T0234,S00371,-95,2025-03-12T02:24:00Z
T0163,S01120,-109,2025-03-24T19:51:00Z
T0193,S00266,-118,2025-03-13T14:09:00Z
T0325,S00864,-98,2025-03-05T05:54:00Z
T0212,S00788,-89,2025-03-03T12:15:00Z
T0422,S01145,-80,2025-03-17T16:52:00Z
T0272,S00192,-76,2025-03-20T10:32:00Z
T0324,S01877,-120,2025-03-22T12:07:00Z
T0152,S01881,-96,2025-03-02T11:12:00Z
T0149,S00094,-95,2025-03-27T19:16:00Z
T0140,S01942,-70,2025-03-03T10:10:00Z
T0309,S01629,-89,2025-03-17T10:19:00Z
T0087,S00928,-79,2025-03-04T05:57:00Z
T0126,S00541,-80,2025-03-21T09:48:00Z
T0446,S00035,-105,2025-03-04T05:08:00Z
T0402,S01117,-104,2025-03-19T10:00:00Z
T0428,S01940,-74,2025-03-24T10:27:00Z
T0285,S01291,-61,2025-03-21T13:04:00Z
T0204,S00063,-116,2025-03-04T20:46:00Z
T0352,S00221,-113,2025-03-28T12:38:00Z
T0118,S01942,-94,2025-03-19T06:29:00Z
T0331,S01371,-87,2025-03-05T14:41:00Z
T0314,S01277,-104,2025-03-09T20:01:00Z
T0494,S01145,-112,2025-03-15T14:52:00Z
T0445,S00281,-96,2025-03-22T08:19:00Z
T0474,S00495,-86,2025-03-17T20:25:00Z
T0104,S01607,-70,2025-03-23T07:30:00Z
T0310,S01441,-71,2025-03-19T16:46:00Z
T0477,S00185,-106,2025-03-17T06:27:00Z
T0420,S01744,-79,2025-03-18T19:50:00Z
T0480,S01679,-120,2025-03-15T03:03:00Z
T0482,S00004,-67,2025-03-01T10:07:00Z
T0179,S00525,-109,2025-03-25T04:09:00Z
T0280,S01450,-108,2025-03-08T06:36:00Z
T0413,S00994,-100,2025-03-08T03:34:00Z
T0011,S01724,-103,2025-03-09T00:21:00Z
T0373,S00207,-74,2025-03-26T03:59:00Z
T0068,S00613,-86,2025-03-06T22:13:00Z
T0145,S01562,-84,2025-03-13T19:48:00Z
T0337,S01944,-69,2025-03-15T00:42:00Z
T0079,S00151,-97,2025-03-06T22:41:00Z
T0019,S01357,-67,2025-03-03T00:47:00Z
T0349,S00467,-62,2025-03-20T12:49:00Z
T0266,S00768,-92,2025-03-13T04:41:00Z
T0387,S01582,-85,2025-03-23T11:54:00Z
T0446,S01059,-82,2025-03-02T03:54:00Z
T0301,S01834,-99,2025-03-23T11:11:00Z
T0466,S01122,-79,2025-03-02T01:37:00Z
T0089,S00994,-94,2025-03-05T06:53:00Z
T0197,S01948,-118,2025-03-21T19:42:00Z
T0176,S00562,-79,2025-03-23T13:33:00Z
T0395,S01549,-74,2025-03-27T20:47:00Z
T0121,S01665,-114,2025-03-10T04:30:00Z
T0291,S01789,-61,2025-03-13T19:47:00Z
T0411,S00014,-102,2025-03-21T09:28:00Z
T0412,S00872,-92,2025-03-15T10:05:00Z
T0118,S01514,-112,2025-03-06T22:47:00Z
T0179,S00125,-67,2025-03-20T23:07:00Z
T0367,S00518,-100,2025-03-15T03:02:00Z
T0303,S01290,-71,2025-03-11T21:22:00Z
T0350,S00497,-114,2025-03-10T08:41:00Z
T0025,S00804,-66,2025-03-25T02:49:00Z
T0379,S00604,-75,2025-03-25T01:49:00Z
T0123,S00786,-99,2025-03-10T00:05:00Z
T0029,S00524,-62,2025-03-11T04:34:00Z
T0027,S01354,-99,2025-03-19T09:22:00Z
T0257,S01164,-90,2025-03-07T21:40:00Z
T0314,S00436,-106,2025-03-02T15:01:00Z
T0096,S00473,-108,2025-03-25T05:04:00Z
T0467,S01468,-98,2025-03-01T09:57:00Z
T0413,S01370,-69,2025-03-14T00:32:00Z
T0249,S00666,-66,2025-03-28T05:39:00Z
T0429,S01648,-90,2025-03-20T10:45:00Z
T0026,S00911,-120,2025-03-27T00:47:00Z
T0442,S01604,-62,2025-03-14T18:46:00Z
T0020,S01926,-68,2025-03-05T03:15:00Z
T0035,S01853,-79,2025-03-06T14:32:00Z
T0326,S01792,-60,2025-03-24T17:07:00Z
T0273,S00304,-110,2025-03-16T12:14:00Z
T0106,S00765,-98,2025-03-04T18:55:00Z
T0219,S00606,-111,2025-03-09T09:06:00Z
T0393,S01191,-98,2025-03-12T18:08:00Z
T0408,S01742,-94,2025-03-25T18:09:00Z
T0488,S00653,-104,2025-03-20T03:29:00Z
T0010,S00652,-90,2025-03-06T09:52:00Z
T0400,S00607,-108,2025-03-26T08:46:00Z
T0446,S01615,-108,2025-03-26T23:04:00Z
T0066,S00336,-72,2025-03-20T06:18:00Z
T0122,S00363,-96,2025-03-01T20:48:00Z
T0398,S01637,-116,2025-03-06T16:27:00Z
T0082,S00265,-120,2025-03-07T23:50:00Z
T0025,S01915,-97,2025-03-02T17:56:00Z
T0223,S01550,-109,2025-03-07T05:06:00Z
T0315,S01017,-70,2025-03-14T11:56:00Z
T0150,S01916,-66,2025-03-06T05:07:00Z
T0460,S00548,-100,2025-03-18T18:53:00Z
T0310,S00807,-75,2025-03-17T15:48:00Z
T0149,S01005,-69,2025-03-02T00:14:00Z
T0134,S01851,-71,2025-03-13T20:39:00Z
T0192,S01753,-78,2025-03-04T00:35:00Z
T0059,S01152,-113,2025-03-10T16:49:00Z
T0496,S01163,-75,2025-03-19T20:43:00Z
T0134,S00860,-106,2025-03-08T00:19:00Z
T0429,S01068,-79,2025-03-21T16:43:00Z
T0450,S01714,-118,2025-03-13T16:13:00Z
T0054,S00177,-72,2025-03-11T01:12:00Z
T0348,S01199,-82,2025-03-22T10:35:00Z
T0446,S01583,-102,2025-03-04T05:43:00Z
T0491,S00851,-65,2025-03-17T10:46:00Z
T0112,S00361,-101,2025-03-22T17:45:00Z
T0401,S01701,-99,2025-03-04T21:26:00Z
T0370,S00512,-119,2025-03-04T10:23:00Z
T0102,S00285,-104,2025-03-02T19:54:00Z
T0049,S01051,-111,2025-03-13T05:25:00Z
T0269,S00253,-77,2025-03-15T20:20:00Z
T0015,S01370,-92,2025-03-20T11:29:00Z
T0470,S00858,-104,2025-03-19T03:48:00Z
T0317,S01446,-67,2025-03-23T19:11:00Z
T0230,S00171,-117,2025-03-28T20:21:00Z
T0436,S01380,-117,2025-03-13T07:40:00Z
T0241,S00419,-120,2025-03-11T10:29:00Z
T0408,S01539,-79,2025-03-21T23:26:00Z
T0119,S00956,-80,2025-03-20T11:26:00Z
T0382,S01720,-102,2025-03-02T13:44:00Z
T0349,S01452,-75,2025-03-11T08:28:00Z
T0210,S00292,-94,2025-03-18T15:30:00Z
T0451,S01387,-94,2025-03-14T18:50:00Z
T0144,S01986,-115,2025-03-24T18:54:00Z
T0123,S01210,-117,2025-03-23T00:14:00Z
T0004,S00249,-91,2025-03-28T14:48:00Z
T0442,S01717,-72,2025-03-10T22:57:00Z
T0355,S01977,-100,2025-03-01T09:35:00Z
T0083,S01057,-67,2025-03-27T20:29:00Z
T0401,S00234,-74,2025-03-14T23:33:00Z
T0368,S01476,-112,2025-03-12T10:32:00Z
T0376,S01031,-100,2025-03-25T01:13:00Z
T0220,S00969,-117,2025-03-02T06:07:00Z
T0433,S01477,-68,2025-03-07T08:49:00Z
T0128,S01983,-95,2025-03-21T07:24:00Z
T0149,S00792,-65,2025-03-09T05:47:00Z
T0309,S00246,-89,2025-03-20T07:41:00Z
T0378,S01330,-74,2025-03-05T10:34:00Z
T0423,S00139,-84,2025-03-23T08:06:00Z
T0286,S00116,-107,2025-03-20T17:14:00Z
T0438,S01673,-60,2025-03-16T08:41:00Z
T0496,S00093,-107,2025-03-09T05:18:00Z
T0195,S00957,-79,2025-03-27T23:21:00Z
T0048,S01270,-106,2025-03-21T02:22:00Z
T0073,S01828,-101,2025-03-05T23:58:00Z
T0419,S00140,-98,2025-03-08T15:59:00Z
T0442,S01157,-71,2025-03-07T03:50:00Z
T0103,S01105,-66,2025-03-01T23:43:00Z
T0295,S01047,-82,2025-03-21T04:22:00Z
T0400,S00750,-97,2025-03-18T04:40:00Z
T0192,S00799,-94,2025-03-05T11:02:00Z
T0017,S01751,-86,2025-03-14T13:50:00Z
T0176,S01983,-78,2025-03-11T17:23:00Z
T0334,S00080,-77,2025-03-23T02:56:00Z
T0041,S00819,-95,2025-03-16T02:38:00Z
T0026,S00059,-80,2025-03-12T03:41:00Z
T0406,S01403,-118,2025-03-11T07:13:00Z
T0050,S01020,-93,2025-03-05T05:51:00Z
T0231,S00878,-75,2025-03-01T09:28:00Z
T0317,S01291,-107,2025-03-25T05:49:00Z
T0020,S01209,-112,2025-03-02T01:58:00Z
T0269,S00974,-106,2025-03-23T20:20:00Z
T0215,S01912,-111,2025-03-03T20:58:00Z
T0498,S00042,-60,2025-03-18T12:50:00Z
T0339,S01933,-74,2025-03-21T22:30:00Z
T0121,S00180,-98,2025-03-20T11:51:00Z
T0190,S00181,-116,2025-03-18T16:39:00Z
T0386,S01063,-80,2025-03-21T21:47:00Z
T0349,S01066,-118,2025-03-05T16:49:00Z
T0157,S00938,-69,2025-03-07T13:22:00Z
T0390,S00181,-97,2025-03-04T20:59:00Z
T0018,S01526,-110,2025-03-13T17:33:00Z
T0340,S00485,-76,2025-03-17T07:08:00Z
T0462,S01160,-98,2025-03-10T04:25:00Z
T0333,S01877,-97,2025-03-13T03:24:00Z
T0379,S00116,-110,2025-03-25T06:48:00Z
T0455,S01957,-67,2025-03-15T03:12:00Z
T0424,S00674,-87,2025-03-19T18:33:00Z
T0455,S01666,-77,2025-03-19T12:17:00Z
T0463,S01452,-64,2025-03-28T23:48:00Z
T0322,S00060,-66,2025-03-02T08:14:00Z
T0076,S00217,-81,2025-03-03T23:09:00Z
T0029,S01361,-101,2025-03-22T02:20:00Z
T0494,S00139,-94,2025-03-28T09:33:00Z
T0443,S01868,-75,2025-03-06T16:23:00Z
T0359,S00257,-60,2025-03-11T14:19:00Z
T0335,S01614,-92,2025-03-18T20:04:00Z
T0303,S00104,-94,2025-03-05T22:19:00Z
T0348,S00618,-105,2025-03-07T22:59:00Z
T0487,S00655,-107,2025-03-24T08:16:00Z
T0053,S01857,-70,2025-03-27T00:46:00Z
T0103,S01959,-63,2025-03-08T08:53:00Z
T0173,S00610,-71,2025-03-26T21:54:00Z
T0265,S00934,-117,2025-03-17T21:51:00Z
T0196,S00501,-86,2025-03-14T02:49:00Z
T0137,S00500,-108,2025-03-26T04:46:00Z
T0098,S00560,-112,2025-03-04T18:18:00Z
T0215,S01614,-116,2025-03-24T09:03:00Z
T0159,S00423,-76,2025-03-15T07:26:00Z
T0058,S00063,-70,2025-03-07T01:23:00Z
T0228,S01989,-72,2025-03-18T10:18:00Z
T0275,S00906,-79,2025-03-23T20:41:00Z
T0130,S00466,-99,2025-03-01T10:29:00Z
T0196,S01875,-105,2025-03-16T10:23:00Z
T0259,S01190,-105,2025-03-24T17:50:00Z
T0357,S00733,-91,2025-03-09T13:15:00Z
T0414,S01865,-112,2025-03-10T19:49:00Z
T0347,S00574,-117,2025-03-01T12:43:00Z
T0226,S01271,-108,2025-03-12T13:23:00Z
T0320,S00810,-68,2025-03-18T14:05:00Z
T0123,S01454,-119,2025-03-22T21:13:00Z
T0437,S00757,-66,2025-03-13T13:02:00Z
T0286,S00217,-85,2025-03-27T02:47:00Z
T0174,S00080,-119,2025-03-05T12:48:00Z
T0271,S00408,-77,2025-03-05T08:53:00Z
T0090,S01717,-65,2025-03-12T03:04:00Z
T0199,S00182,-63,2025-03-03T02:23:00Z
T0013,S01187,-103,2025-03-08T03:57:00Z
T0429,S00755,-105,2025-03-05T13:08:00Z
T0092,S01574,-120,2025-03-12T19:06:00Z
T0015,S00079,-115,2025-03-12T21:29:00Z
T0104,S01825,-71,2025-03-25T23:25:00Z
T0053,S01736,-78,2025-03-27T04:36:00Z
T0276,S01995,-86,2025-03-23T08:37:00Z
T0398,S00941,-108,2025-03-24T07:25:00Z
T0487,S00458,-107,2025-03-04T00:46:00Z
T0363,S00240,-84,2025-03-22T03:23:00Z
T0481,S01856,-90,2025-03-25T00:00:00Z
T0267,S01226,-66,2025-03-12T12:39:00Z
T0148,S01148,-75,2025-03-22T07:38:00Z
T0365,S01679,-99,2025-03-03T12:44:00Z
T0001,S00696,-85,2025-03-14T08:09:00Z
T0432,S00371,-71,2025-03-23T07:03:00Z
T0413,S00882,-67,2025-03-22T00:30:00Z
T0213,S00649,-73,2025-03-24T02:36:00Z
T0074,S01486,-97,2025-03-10T00:25:00Z
T0494,S00514,-93,2025-03-01T12:22:00Z
T0207,S01773,-60,2025-03-04T02:20:00Z
T0377,S00485,-98,2025-03-05T21:45:00Z
T0308,S00455,-116,2025-03-01T18:49:00Z
T0493,S01951,-96,2025-03-15T13:43:00Z
T0166,S00698,-75,2025-03-05T08:24:00Z
T0101,S00105,-104,2025-03-05T17:24:00Z
T0408,S00484,-88,2025-03-01T10:47:00Z
T0088,S01408,-107,2025-03-11T10:46:00Z
T0176,S01980,-115,2025-03-04T22:12:00Z
T0068,S01049,-99,2025-03-27T22:45:00Z
T0261,S01775,-73,2025-03-20T18:15:00Z
T0106,S00231,-98,2025-03-24T00:30:00Z
T0386,S01375,-112,2025-03-27T05:24:00Z
T0113,S00934,-75,2025-03-13T21:25:00Z
T0148,S00412,-72,2025-03-09T22:34:00Z
T0073,S00705,-120,2025-03-20T08:30:00Z
T0491,S00628,-61,2025-03-27T09:09:00Z
T0283,S01724,-62,2025-03-16T21:55:00Z
T0353,S00038,-61,2025-03-05T01:19:00Z
T0013,S00102,-103,2025-03-14T16:49:00Z
T0416,S01029,-107,2025-03-23T12:05:00Z
T0329,S01913,-65,2025-03-27T07:56:00Z
T0149,S01296,-89,2025-03-11T16:50:00Z
T0494,S01741,-96,2025-03-01T17:21:00Z
T0490,S01847,-108,2025-03-09T17:23:00Z
T0078,S00333,-89,2025-03-19T05:37:00Z
T0153,S00911,-96,2025-03-28T21:43:00Z
T0063,S01559,-104,2025-03-03T04:18:00Z
T0030,S00526,-83,2025-03-12T00:31:00Z
T0318,S01640,-74,2025-03-11T19:25:00Z
T0299,S00928,-93,2025-03-06T07:57:00Z
T0338,S00401,-86,2025-03-03T12:39:00Z
T0350,S00766,-76,2025-03-13T05:54:00Z
T0141,S01121,-92,2025-03-04T13:33:00Z
T0277,S01955,-106,2025-03-28T01:15:00Z
T0269,S01120,-113,2025-03-09T09:11:00Z
T0356,S01606,-116,2025-03-02T21:09:00Z
T0132,S00585,-88,2025-03-14T14:31:00Z
T0320,S01445,-94,2025-03-03T19:22:00Z
T0361,S01962,-113,2025-03-11T21:50:00Z
T0125,S01630,-75,2025-03-15T00:33:00Z
T0111,S00231,-75,2025-03-25T20:39:00Z
T0452,S00765,-104,2025-03-04T15:02:00Z
T0481,S00963,-86,2025-03-25T22:34:00Z
T0497,S00955,-109,2025-03-09T00:32:00Z
T0239,S01825,-119,2025-03-14T13:14:00Z
T0032,S01106,-62,2025-03-27T09:16:00Z
T0190,S01608,-113,2025-03-22T12:17:00Z
T0363,S00824,-88,2025-03-19T15:28:00Z
T0241,S00932,-84,2025-03-05T20:23:00Z
T0344,S01127,-109,2025-03-22T18:27:00Z
T0144,S00218,-70,2025-03-27T16:21:00Z
T0271,S00091,-79,2025-03-06T13:36:00Z
T0497,S00418,-107,2025-03-25T17:41:00Z
T0341,S01032,-71,2025-03-09T00:48:00Z
T0158,S00041,-102,2025-03-13T14:48:00Z
T0086,S01331,-117,2025-03-12T04:48:00Z
T0328,S00571,-115,2025-03-10T18:59:00Z
T0455,S00664,-60,2025-03-04T11:57:00Z
T0351,S00282,-105,2025-03-05T22:08:00Z
T0076,S01702,-107,2025-03-18T13:41:00Z
T0445,S01183,-97,2025-03-25T03:13:00Z
T0052,S00992,-83,2025-03-27T02:53:00Z
T0389,S00620,-70,2025-03-04T20:34:00Z
T0374,S00162,-89,2025-03-11T09:37:00Z
T0371,S00014,-119,2025-03-04T22:15:00Z
T0214,S00306,-118,2025-03-13T03:55:00Z
T0062,S00997,-65,2025-03-07T01:51:00Z
T0180,S00565,-94,2025-03-19T12:23:00Z
T0043,S01324,-76,2025-03-04T12:07:00Z
T0371,S01663,-84,2025-03-06T20:36:00Z
T0270,S01157,-113,2025-03-05T20:30:00Z
T0082,S01520,-82,2025-03-04T09:21:00Z
T0085,S01184,-77,2025-03-13T08:17:00Z
T0273,S01973,-89,2025-03-20T20:31:00Z
T0093,S00541,-76,2025-03-04T03:27:00Z
T0290,S01384,-114,2025-03-15T20:41:00Z
T0024,S01148,-96,2025-03-08T19:33:00Z
T0077,S00132,-66,2025-03-18T15:24:00Z
T0097,S00812,-81,2025-03-10T04:33:00Z
T0279,S00677,-95,2025-03-15T13:42:00Z
T0038,S00582,-108,2025-03-04T23:20:00Z
T0058,S00775,-69,2025-03-24T23:12:00Z
T0005,S00655,-97,2025-03-10T14:54:00Z
T0060,S01216,-101,2025-03-15T17:19:00Z
T0495,S01428,-84,2025-03-04T20:37:00Z
T0268,S00025,-114,2025-03-01T10:13:00Z
T0368,S01510,-105,2025-03-25T07:30:00Z
T0178,S00910,-102,2025-03-10T15:42:00Z
T0373,S00270,-63,2025-03-01T12:50:00Z
T0273,S01218,-84,2025-03-27T23:03:00Z
T0409,S00487,-119,2025-03-01T22:52:00Z
T0403,S00408,-68,2025-03-26T07:18:00Z
T0170,S00019,-110,2025-03-21T16:33:00Z
T0332,S01713,-101,2025-03-04T06:38:00Z
T0323,S01688,-92,2025-03-27T18:45:00Z
T0264,S01115,-87,2025-03-15T19:20:00Z
T0362,S01558,-118,2025-03-27T05:48:00Z
T0093,S00735,-61,2025-03-11T21:08:00Z
T0349,S01114,-76,2025-03-17T23:06:00Z
T0197,S00627,-98,2025-03-23T16:25:00Z
T0077,S01399,-120,2025-03-06T07:26:00Z
T0353,S01045,-81,2025-03-16T19:29:00Z
T0339,S00131,-103,2025-03-07T05:52:00Z
T0257,S00061,-119,2025-03-15T22:19:00Z
T0431,S01897,-63,2025-03-26T05:33:00Z
T0101,S01088,-93,2025-03-04T06:39:00Z
T0485,S01082,-81,2025-03-24T05:27:00Z
T0123,S01648,-74,2025-03-24T10:30:00Z
T0154,S00066,-108,2025-03-04T23:21:00Z
T0220,S00158,-97,2025-03-10T18:23:00Z
T0311,S00025,-82,2025-03-25T00:32:00Z
T0371,S01841,-77,2025-03-21T18:56:00Z
T0310,S00506,-105,2025-03-28T16:39:00Z
T0320,S01261,-103,2025-03-04T21:40:00Z
T0170,S01117,-85,2025-03-19T09:36:00Z
T0186,S01670,-112,2025-03-26T23:48:00Z
T0082,S00527,-60,2025-03-26T13:46:00Z
T0302,S01839,-61,2025-03-07T20:10:00Z
T0390,S00612,-91,2025-03-27T09:55:00Z
T0450,S01805,-70,2025-03-19T19:38:00Z
T0253,S01612,-111,2025-03-15T21:46:00Z
T0092,S01053,-61,2025-03-16T00:54:00Z
T0443,S01868,-118,2025-03-06T17:47:00Z
T0142,S00020,-97,2025-03-05T12:09:00Z
T0222,S01515,-76,2025-03-09T15:42:00Z
T0416,S00894,-92,2025-03-21T04:12:00Z
T0346,S01398,-85,2025-03-26T03:21:00Z
T0082,S00243,-105,2025-03-03T06:51:00Z
T0163,S00649,-90,2025-03-13T12:34:00Z
T0238,S00589,-109,2025-03-22T16:14:00Z
T0412,S01180,-71,2025-03-12T07:45:00Z
T0071,S01055,-84,2025-03-23T07:14:00Z
T0312,S00272,-65,2025-03-16T00:15:00Z
T0384,S00349,-94,2025-03-13T07:58:00Z
T0244,S01922,-112,2025-03-17T08:11:00Z
T0019,S00186,-61,2025-03-27T07:36:00Z
T0411,S00138,-92,2025-03-13T03:59:00Z
T0170,S01040,-78,2025-03-04T09:41:00Z
T0240,S01596,-69,2025-03-09T20:09:00Z
T0081,S01460,-89,2025-03-02T12:32:00Z
T0044,S00766,-72,2025-03-08T12:10:00Z
T0475,S01958,-71,2025-03-21T17:35:00Z
T0247,S01437,-108,2025-03-28T08:38:00Z
T0106,S00845,-88,2025-03-15T17:02:00Z
T0409,S00430,-87,2025-03-23T23:29:00Z
T0187,S00917,-101,2025-03-13T08:10:00Z
T0093,S00855,-84,2025-03-14T08:03:00Z
T0388,S00157,-74,2025-03-27T15:28:00Z
T0038,S01399,-87,2025-03-04T11:48:00Z
T0177,S00983,-81,2025-03-06T15:34:00Z
T0187,S00591,-120,2025-03-04T18:33:00Z
T0079,S01706,-83,2025-03-21T05:03:00Z
T0254,S00856,-100,2025-03-02T22:49:00Z
T0138,S00182,-92,2025-03-25T13:16:00Z
T0237,S01362,-115,2025-03-18T23:53:00Z
T0057,S00743,-87,2025-03-01T07:30:00Z
T0213,S01803,-105,2025-03-02T21:35:00Z
T0055,S00085,-101,2025-03-05T01:42:00Z
T0258,S01935,-82,2025-03-13T09:48:00Z
T0177,S01999,-96,2025-03-05T18:33:00Z
T0314,S01272,-66,2025-03-28T19:10:00Z
T0120,S01290,-76,2025-03-25T17:50:00Z
T0128,S00193,-82,2025-03-02T20:53:00Z
T0327,S01317,-110,2025-03-06T06:39:00Z
T0105,S00978,-70,2025-03-08T14:55:00Z
T0037,S00193,-84,2025-03-20T16:39:00Z
T0384,S01896,-115,2025-03-15T00:32:00Z
T0308,S01180,-108,2025-03-02T13:14:00Z
T0130,S00032,-81,2025-03-28T00:29:00Z
T0156,S00638,-60,2025-03-13T08:00:00Z
T0169,S01312,-78,2025-03-10T14:54:00Z
T0029,S01170,-72,2025-03-12T08:36:00Z
T0076,S00709,-76,2025-03-08T13:41:00Z
T0172,S00508,-114,2025-03-13T21:41:00Z
T0412,S01222,-100,2025-03-27T22:29:00Z
T0057,S01261,-84,2025-03-28T17:28:00Z
T0457,S00497,-73,2025-03-27T15:53:00Z
T0097,S01406,-103,2025-03-11T07:13:00Z
T0462,S01788,-78,2025-03-28T11:45:00Z
T0268,S00885,-60,2025-03-13T17:22:00Z
T0475,S01450,-110,2025-03-01T22:40:00Z
T0389,S01633,-118,2025-03-17T06:21:00Z
T0076,S01358,-76,2025-03-14T14:34:00Z
T0029,S01898,-119,2025-03-07T11:48:00Z
T0381,S00907,-81,2025-03-09T08:49:00Z
T0462,S00761,-120,2025-03-03T10:32:00Z
T0464,S00553,-71,2025-03-19T05:00:00Z
T0370,S01707,-102,2025-03-19T11:03:00Z
T0055,S01246,-90,2025-03-25T11:41:00Z
T0206,S01812,-95,2025-03-24T05:50:00Z
T0140,S01769,-77,2025-03-16T19:19:00Z
T0096,S01935,-92,2025-03-19T19:08:00Z
T0391,S01352,-67,2025-03-25T15:28:00Z
T0179,S00244,-83,2025-03-25T16:54:00Z
T0128,S00663,-89,2025-03-15T14:06:00Z
T0261,S01742,-102,2025-03-13T18:19:00Z
T0115,S01163,-95,2025-03-23T17:05:00Z
T0163,S01046,-68,2025-03-01T16:37:00Z
T0394,S01691,-93,2025-03-10T14:51:00Z
T0295,S00331,-116,2025-03-25T06:16:00Z
T0092,S01396,-116,2025-03-23T23:10:00Z
T0321,S01427,-101,2025-03-26T04:50:00Z
T0236,S01907,-109,2025-03-24T22:58:00Z
T0012,S00697,-111,2025-03-12T18:38:00Z
T0295,S01215,-106,2025-03-03T09:14:00Z
T0002,S01098,-64,2025-03-05T12:36:00Z
T0282,S00935,-77,2025-03-09T04:57:00Z
T0214,S00638,-86,2025-03-19T12:38:00Z
T0100,S00139,-90,2025-03-08T01:12:00Z
T0283,S00123,-118,2025-03-14T19:16:00Z
T0469,S01116,-82,2025-03-08T02:02:00Z
T0323,S00138,-86,2025-03-15T20:39:00Z
T0307,S00610,-68,2025-03-11T13:54:00Z
T0452,S00274,-112,2025-03-05T22:10:00Z
T0429,S00768,-89,2025-03-03T02:21:00Z
T0197,S01752,-72,2025-03-21T11:54:00Z
T0065,S01780,-97,2025-03-16T08:06:00Z
T0209,S00293,-93,2025-03-21T19:50:00Z
T0142,S01477,-74,2025-03-11T14:07:00Z
T0284,S01453,-64,2025-03-27T13:44:00Z
T0177,S00496,-84,2025-03-22T13:58:00Z
T0384,S01246,-73,2025-03-22T13:40:00Z
T0419,S01078,-101,2025-03-11T17:31:00Z
T0068,S00196,-97,2025-03-02T19:02:00Z
T0091,S00964,-103,2025-03-18T13:42:00Z
T0030,S00789,-92,2025-03-23T20:47:00Z
T0317,S01743,-100,2025-03-22T10:27:00Z
T0143,S01711,-93,2025-03-07T22:59:00Z
T0232,S01654,-80,2025-03-03T23:36:00Z
T0013,S01499,-88,2025-03-11T02:16:00Z
T0427,S00425,-73,2025-03-05T09:08:00Z
T0370,S00461,-68,2025-03-04T12:41:00Z
T0226,S00730,-100,2025-03-21T03:55:00Z
T0385,S01749,-94,2025-03-26T08:29:00Z
T0492,S01538,-62,2025-03-13T18:17:00Z
T0426,S01208,-64,2025-03-24T00:40:00Z
T0049,S00152,-83,2025-03-05T07:51:00Z
T0228,S00088,-112,2025-03-14T06:44:00Z
T0476,S00846,-68,2025-03-21T04:19:00Z
T0337,S00466,-112,2025-03-09T17:41:00Z
T0038,S00606,-66,2025-03-15T11:03:00Z
T0245,S01271,-81,2025-03-02T19:58:00Z
T0331,S00369,-69,2025-03-16T05:30:00Z
T0462,S01850,-109,2025-03-21T14:25:00Z
T0329,S00407,-98,2025-03-13T04:31:00Z
T0105,S00086,-76,2025-03-07T01:43:00Z
T0390,S00682,-71,2025-03-18T10:59:00Z
T0233,S00683,-105,2025-03-13T03:36:00Z
T0470,S00757,-75,2025-03-18T08:33:00Z
T0144,S00486,-104,2025-03-20T06:34:00Z
T0360,S00029,-75,2025-03-20T05:36:00Z
T0436,S00707,-86,2025-03-10T18:21:00Z
T0012,S01430,-75,2025-03-10T13:16:00Z
T0109,S01683,-98,2025-03-15T11:08:00Z
T0488,S00372,-85,2025-03-06T19:45:00Z
T0138,S01148,-87,2025-03-24T17:27:00Z
T0381,S01272,-94,2025-03-20T03:02:00Z
T0374,S00337,-73,2025-03-21T20:54:00Z
T0104,S01262,-69,2025-03-14T09:25:00Z
T0245,S01435,-98,2025-03-25T00:06:00Z
T0261,S00822,-120,2025-03-24T12:52:00Z
T0355,S01192,-100,2025-03-03T22:45:00Z
T0303,S00550,-76,2025-03-20T20:46:00Z
T0472,S01060,-110,2025-03-25T06:44:00Z
T0054,S00194,-105,2025-03-10T05:53:00Z
T0193,S00719,-95,2025-03-25T10:21:00Z
T0396,S00695,-108,2025-03-10T12:58:00Z
T0008,S01114,-83,2025-03-04T14:51:00Z
T0239,S00521,-67,2025-03-16T06:59:00Z
T0223,S00529,-64,2025-03-02T18:20:00Z
T0232,S00311,-66,2025-03-19T02:27:00Z
T0447,S01824,-119,2025-03-03T11:29:00Z
T0135,S01358,-65,2025-03-16T13:50:00Z
T0177,S01451,-108,2025-03-14T11:28:00Z
T0399,S01506,-110,2025-03-20T08:55:00Z
T0443,S00014,-71,2025-03-11T19:38:00Z
