subscription_id,snapshot_date,status,plan_id
S01113,2025-02-27,CANCELLED,P1
S00932,2025-01-27,SUSPENDED,P4
S01670,2025-01-18,ACTIVE,P3
S01400,2025-01-12,SUSPENDED,P3
S01874,2025-01-19,ACTIVE,P2
S00546,2025-02-23,SUSPENDED,P3
S01540,2025-01-04,SUSPENDED,P4
S01889,2025-01-07,ACTIVE,P1
S01361,2025-01-18,SUSPENDED,P4
S00891,2025-02-26,SUSPENDED,P1
S00791,2025-02-13,ACTIVE,P2
S01265,2025-02-12,SUSPENDED,P4
S01185,2025-02-17,SUSPENDED,P4
S00032,2025-02-01,CANCELLED,P1
S01081,2025-02-07,SUSPENDED,P4
S01765,2025-01-26,CANCELLED,P3
S00993,2025-02-07,CANCELLED,P4
S01805,2025-02-26,ACTIVE,P3
S01031,2025-02-22,SUSPENDED,P4
S00796,2025-02-05,ACTIVE,P3
S01862,2025-02-21,ACTIVE,P4
S00418,2025-02-17,ACTIVE,P4
S01506,2025-02-26,ACTIVE,P4
S00415,2025-02-27,CANCELLED,P3
S01939,2025-02-18,SUSPENDED,P2
S00862,2025-02-13,CANCELLED,P3
S00691,2025-01-17,CANCELLED,P2
S01029,2025-02-21,ACTIVE,P3
S00501,2025-01-20,CANCELLED,P3
S00442,2025-01-03,SUSPENDED,P4
S00305,2025-01-06,CANCELLED,P4
S00203,2025-01-09,SUSPENDED,P3
S00764,2025-02-27,SUSPENDED,P2
S01597,2025-02-20,SUSPENDED,P1
S01419,2025-02-05,CANCELLED,P1
S01857,2025-01-09,CANCELLED,P4
S01714,2025-02-09,SUSPENDED,P3
S00748,2025-02-02,CANCELLED,P2
S01218,2025-01-09,CANCELLED,P3
S01784,2025-02-10,CANCELLED,P4
S00141,2025-01-11,CANCELLED,P3
S00573,2025-02-05,CANCELLED,P1
S01689,2025-01-28,ACTIVE,P2
S00253,2025-01-22,SUSPENDED,P3
S00330,2025-01-28,CANCELLED,P1
S01548,2025-01-09,CANCELLED,P3
S01657,2025-02-08,SUSPENDED,P4
S00175,2025-02-14,SUSPENDED,P2
S00515,2025-02-23,CANCELLED,P4
S00841,2025-02-19,CANCELLED,P1
S00438,2025-02-03,ACTIVE,P4
S01708,2025-02-15,ACTIVE,P2
S01802,2025-02-03,CANCELLED,P1
S00175,2025-02-10,SUSPENDED,P4
S00824,2025-02-04,CANCELLED,P1
S01295,2025-02-13,CANCELLED,P1
S01740,2025-02-19,ACTIVE,P2
S00601,2025-02-22,SUSPENDED,P2
S00897,2025-01-13,CANCELLED,P3
S00562,2025-01-16,CANCELLED,P4
S01978,2025-02-28,ACTIVE,P1
S00520,2025-01-24,CANCELLED,P3
S01584,2025-01-21,CANCELLED,P1
S01066,2025-01-24,ACTIVE,P4
S00444,2025-01-23,SUSPENDED,P3
S01060,2025-02-27,CANCELLED,P3
S01948,2025-01-12,ACTIVE,P3
S00787,2025-01-23,CANCELLED,P2
S00022,2025-01-13,CANCELLED,P3
S01332,2025-02-23,ACTIVE,P1
S00090,2025-01-05,CANCELLED,P1
S00068,2025-01-19,ACTIVE,P2
S00048,2025-01-18,CANCELLED,P4
S01891,2025-01-02,CANCELLED,P2
S01040,2025-01-14,CANCELLED,P1
S01742,2025-01-23,CANCELLED,P4
S01333,2025-01-02,ACTIVE,P2
S01764,2025-01-10,ACTIVE,P3
S01520,2025-01-17,ACTIVE,P4
S00568,2025-01-08,CANCELLED,P4
S00750,2025-02-21,CANCELLED,P1
S00061,2025-02-20,SUSPENDED,P2
S00511,2025-01-13,ACTIVE,P2
S01777,2025-02-20,ACTIVE,P2
S00698,2025-02-06,SUSPENDED,P1
S01343,2025-02-14,ACTIVE,P4
S00090,2025-02-27,ACTIVE,P2
S00225,2025-01-18,SUSPENDED,P1
S01102,2025-02-20,SUSPENDED,P3
S00751,2025-02-21,CANCELLED,P4
S00265,2025-01-26,CANCELLED,P1
S00106,2025-02-08,ACTIVE,P3
S00633,2025-01-05,CANCELLED,P2
S00483,2025-01-04,CANCELLED,P2
S00444,2025-02-26,SUSPENDED,P3
S00878,2025-02-02,CANCELLED,P2
S01423,2025-02-07,ACTIVE,P4
S00081,2025-02-20,SUSPENDED,P2
S00758,2025-01-04,SUSPENDED,P4
S01469,2025-01-18,SUSPENDED,P4
S01311,2025-02-06,SUSPENDED,P4
S01451,2025-02-17,CANCELLED,P4
S00192,2025-02-02,SUSPENDED,P3
S00064,2025-02-19,SUSPENDED,P3
S00290,2025-01-12,CANCELLED,P1
S00299,2025-01-27,CANCELLED,P4
S00856,2025-02-15,CANCELLED,P1
S01861,2025-02-28,CANCELLED,P4
S01305,2025-01-06,SUSPENDED,P3
S01221,2025-02-26,ACTIVE,P4
S01617,2025-01-05,ACTIVE,P2
S01089,2025-02-27,ACTIVE,P2
S01888,2025-01-16,SUSPENDED,P3
S00645,2025-02-23,SUSPENDED,P1
S01534,2025-01-22,SUSPENDED,P3
S00004,2025-01-02,CANCELLED,P1
S00227,2025-01-05,CANCELLED,P2
S00890,2025-01-05,ACTIVE,P2
S01496,2025-01-10,SUSPENDED,P2
S01818,2025-01-19,CANCELLED,P4
S01557,2025-01-19,ACTIVE,P1
S01049,2025-02-07,SUSPENDED,P1
S01528,2025-02-27,ACTIVE,P3
S01865,2025-02-28,SUSPENDED,P3
S01241,2025-02-02,SUSPENDED,P2
S00555,2025-01-10,CANCELLED,P3
S00019,2025-02-17,ACTIVE,P2
S00200,2025-02-10,ACTIVE,P3
S01100,2025-02-22,SUSPENDED,P1
S00853,2025-01-05,ACTIVE,P4
S00868,2025-01-17,ACTIVE,P4
S01918,2025-01-16,ACTIVE,P4
S01710,2025-01-12,SUSPENDED,P3
S01949,2025-01-24,SUSPENDED,P1
S00683,2025-02-24,SUSPENDED,P2
S01521,2025-02-26,SUSPENDED,P3
S00722,2025-01-28,SUSPENDED,P1
S00173,2025-02-27,CANCELLED,P1
S01452,2025-02-17,CANCELLED,P1
S00237,2025-01-04,CANCELLED,P2
S01232,2025-02-06,CANCELLED,P3
S00436,2025-02-13,ACTIVE,P2
S00581,2025-02-26,SUSPENDED,P3
S01928,2025-02-04,ACTIVE,P3
S00164,2025-01-25,ACTIVE,P1
S01900,2025-01-20,SUSPENDED,P2
S00576,2025-02-21,ACTIVE,P3
S01632,2025-01-27,ACTIVE,P1
S01515,2025-02-25,CANCELLED,P2
S00020,2025-02-12,CANCELLED,P1
S01335,2025-01-28,ACTIVE,P2
S01501,2025-01-05,ACTIVE,P2
S01535,2025-02-21,SUSPENDED,P4
S01924,2025-02-12,CANCELLED,P3
S00159,2025-02-15,ACTIVE,P4
S00204,2025-01-14,SUSPENDED,P2
S00367,2025-01-08,SUSPENDED,P1
S00448,2025-02-20,ACTIVE,P3
S01859,2025-02-28,CANCELLED,P4
S00135,2025-02-21,CANCELLED,P2
S00370,2025-01-04,CANCELLED,P4
S01269,2025-02-18,CANCELLED,P3
S01604,2025-01-09,SUSPENDED,P4
S01443,2025-01-14,SUSPENDED,P4
S00406,2025-01-07,ACTIVE,P3
S00528,2025-01-02,SUSPENDED,P1
S01952,2025-02-20,CANCELLED,P4
S00670,2025-01-11,CANCELLED,P4
S00535,2025-02-05,ACTIVE,P4
S01097,2025-01-02,SUSPENDED,P2
S00635,2025-01-06,SUSPENDED,P3
S00261,2025-02-23,CANCELLED,P4
S01401,2025-01-18,CANCELLED,P1
S01450,2025-02-17,CANCELLED,P2
S01627,2025-02-18,SUSPENDED,P3
S01227,2025-02-22,CANCELLED,P4
S00602,2025-01-28,SUSPENDED,P4
S01680,2025-01-06,ACTIVE,P4
S01534,2025-02-13,ACTIVE,P4
S01947,2025-02-16,CANCELLED,P1
S01889,2025-02-14,SUSPENDED,P3
S00339,2025-01-10,SUSPENDED,P3
S00083,2025-01-10,SUSPENDED,P3
S01771,2025-02-19,SUSPENDED,P2
S01780,2025-01-22,CANCELLED,P1
S00402,2025-01-25,SUSPENDED,P1
S01332,2025-02-26,SUSPENDED,P4
S01878,2025-01-10,CANCELLED,P3
S01358,2025-01-14,CANCELLED,P4
S01436,2025-01-11,ACTIVE,P3
S00785,2025-02-14,SUSPENDED,P1
S01376,2025-02-04,ACTIVE,P2
S01668,2025-02-14,SUSPENDED,P3
S00140,2025-01-07,CANCELLED,P3
S00029,2025-02-17,ACTIVE,P3
S01408,2025-01-26,ACTIVE,P4
S01963,2025-01-13,CANCELLED,P1
S01462,2025-01-15,ACTIVE,P3
S00243,2025-01-15,ACTIVE,P4
S01542,2025-02-26,CANCELLED,P2
S01909,2025-02-06,ACTIVE,P2
S00430,2025-01-04,ACTIVE,P3
S01222,2025-02-24,SUSPENDED,P3
S01521,2025-02-10,CANCELLED,P2
S00031,2025-01-02,SUSPENDED,P4
S01773,2025-02-24,ACTIVE,P4
S00377,2025-01-22,CANCELLED,P4
S00600,2025-01-17,CANCELLED,P2
S01606,2025-01-11,CANCELLED,P4
S00178,2025-01-10,ACTIVE,P3
S01558,2025-02-16,SUSPENDED,P2
S00431,2025-02-15,ACTIVE,P4
S00473,2025-02-07,ACTIVE,P4
S01984,2025-01-09,CANCELLED,P3
S00680,2025-02-11,SUSPENDED,P4
S00322,2025-01-05,SUSPENDED,P2
S01749,2025-02-28,CANCELLED,P4
S01465,2025-01-19,ACTIVE,P1
S00912,2025-01-14,CANCELLED,P4
S01520,2025-02-21,SUSPENDED,P2
S01633,2025-02-21,ACTIVE,P1
S00775,2025-01-22,SUSPENDED,P1
S01793,2025-02-06,ACTIVE,P4
S01762,2025-02-28,CANCELLED,P4
S00109,2025-01-13,ACTIVE,P4
S01639,2025-01-21,ACTIVE,P2
S01263,2025-02-17,ACTIVE,P2
S01798,2025-02-12,ACTIVE,P3
S00269,2025-02-21,CANCELLED,P3
S00269,2025-02-16,SUSPENDED,P3
S00837,2025-01-17,SUSPENDED,P4
S01655,2025-02-07,SUSPENDED,P2
S01821,2025-01-25,SUSPENDED,P4
S00868,2025-01-21,ACTIVE,P4
S01191,2025-01-18,CANCELLED,P2
S01867,2025-02-02,ACTIVE,P4
S01373,2025-02-27,SUSPENDED,P4
S01799,2025-02-16,ACTIVE,P4
S00711,2025-01-22,CANCELLED,P2
S00814,2025-02-06,ACTIVE,P4
S00414,2025-01-26,SUSPENDED,P2
S00614,2025-02-09,SUSPENDED,P4
S01049,2025-02-25,CANCELLED,P1
S00173,2025-02-08,CANCELLED,P4
S00059,2025-01-10,CANCELLED,P2
S01375,2025-01-05,SUSPENDED,P4
S00589,2025-02-16,CANCELLED,P4
S01053,2025-02-14,CANCELLED,P2
S01399,2025-02-24,CANCELLED,P4
S00982,2025-01-01,SUSPENDED,P4
S01106,2025-02-01,ACTIVE,P2
S00056,2025-01-13,ACTIVE,P3
S01872,2025-02-19,CANCELLED,P3
S00839,2025-01-04,ACTIVE,P2
S00166,2025-01-03,ACTIVE,P2
S00846,2025-02-28,SUSPENDED,P3
S01247,2025-02-19,ACTIVE,P2
S01884,2025-01-13,CANCELLED,P1
S00996,2025-01-07,SUSPENDED,P2
S01784,2025-02-22,SUSPENDED,P1
S01179,2025-01-14,ACTIVE,P4
S00664,2025-02-02,ACTIVE,P1
S00062,2025-02-12,CANCELLED,P3
S01490,2025-01-22,SUSPENDED,P1
S00375,2025-02-04,CANCELLED,P1
S01686,2025-01-15,SUSPENDED,P3
S00133,2025-02-05,SUSPENDED,P1
S00932,2025-02-28,CANCELLED,P4
S01693,2025-02-22,CANCELLED,P1
S01598,2025-01-17,ACTIVE,P4
S01978,2025-02-28,SUSPENDED,P1
S01362,2025-02-15,SUSPENDED,P3
S00012,2025-01-06,CANCELLED,P1
S00760,2025-01-17,CANCELLED,P4
S01190,2025-01-07,ACTIVE,P3
S00043,2025-02-26,SUSPENDED,P2
S00287,2025-01-12,CANCELLED,P3
S00474,2025-02-28,CANCELLED,P1
S00726,2025-02-09,SUSPENDED,P3
S01984,2025-01-16,CANCELLED,P1
S00661,2025-02-12,CANCELLED,P2
S01245,2025-01-27,CANCELLED,P1
S01134,2025-02-22,CANCELLED,P1
S01883,2025-01-26,SUSPENDED,P3
S01413,2025-01-24,ACTIVE,P2
S01471,2025-02-03,CANCELLED,P3
S00629,2025-02-24,ACTIVE,P2
S00790,2025-01-24,ACTIVE,P3
S00105,2025-01-16,SUSPENDED,P2
S01828,2025-02-14,CANCELLED,P2
S01903,2025-02-17,ACTIVE,P2
S00348,2025-02-02,ACTIVE,P4
S00894,2025-01-26,CANCELLED,P3
S01286,2025-01-25,CANCELLED,P2
S00501,2025-01-14,SUSPENDED,P3
S00181,2025-01-07,SUSPENDED,P3
S01950,2025-01-16,SUSPENDED,P1
S00705,2025-02-07,SUSPENDED,P4
S00159,2025-02-16,ACTIVE,P3
S00875,2025-02-02,ACTIVE,P3
S01239,2025-02-14,SUSPENDED,P3
S00745,2025-02-15,SUSPENDED,P2
S01328,2025-02-03,CANCELLED,P1
S00158,2025-01-26,CANCELLED,P3
S01029,2025-02-20,CANCELLED,P3
S01088,2025-01-25,CANCELLED,P4
S00404,2025-02-04,SUSPENDED,P2
S00004,2025-01-10,ACTIVE,P3
S00816,2025-01-20,ACTIVE,P3
S00838,2025-02-27,ACTIVE,P3
S00279,2025-02-22,SUSPENDED,P1
S00796,2025-01-05,CANCELLED,P1
S01842,2025-02-11,CANCELLED,P3
S00749,2025-02-15,SUSPENDED,P3
S00164,2025-01-15,CANCELLED,P4
S00770,2025-01-10,ACTIVE,P3
S01323,2025-01-11,SUSPENDED,P2
S01324,2025-01-15,CANCELLED,P2
S00495,2025-02-09,SUSPENDED,P4
S01947,2025-01-14,SUSPENDED,P4
S01678,2025-01-04,CANCELLED,P2
S00394,2025-02-21,SUSPENDED,P3
S01440,2025-02-05,CANCELLED,P2
S01461,2025-02-09,ACTIVE,P1
S00758,2025-02-26,SUSPENDED,P3
S00377,2025-02-19,SUSPENDED,P1
S00101,2025-02-16,ACTIVE,P3
S00749,2025-02-21,ACTIVE,P4
S01120,2025-01-04,ACTIVE,P2
S01940,2025-01-23,ACTIVE,P4
S01250,2025-01-11,CANCELLED,P3
S00613,2025-01-20,ACTIVE,P4
S00054,2025-02-22,ACTIVE,P4
S00201,2025-02-12,ACTIVE,P2
S01598,2025-02-23,SUSPENDED,P2
S01413,2025-02-01,CANCELLED,P1
S00622,2025-01-26,CANCELLED,P1
S01483,2025-01-13,ACTIVE,P2
S00998,2025-02-21,ACTIVE,P2
S00907,2025-01-19,ACTIVE,P2
S01089,2025-02-24,SUSPENDED,P3
S00253,2025-02-10,SUSPENDED,P1
S00210,2025-01-13,CANCELLED,P4
S00541,2025-01-09,ACTIVE,P2
S01197,2025-01-04,SUSPENDED,P4
S01755,2025-02-28,SUSPENDED,P2
S01519,2025-02-04,CANCELLED,P1
S00332,2025-02-21,ACTIVE,P1
S01162,2025-02-09,ACTIVE,P4
S00709,2025-01-16,CANCELLED,P3
S01242,2025-01-01,CANCELLED,P3
S01814,2025-02-21,SUSPENDED,P2
S00382,2025-01-18,CANCELLED,P3
S00165,2025-01-02,SUSPENDED,P4
S01758,2025-02-17,CANCELLED,P1
S01471,2025-01-27,CANCELLED,P4
S01593,2025-02-14,CANCELLED,P4
S00599,2025-01-01,ACTIVE,P2
S01441,2025-01-24,CANCELLED,P3
S01070,2025-01-13,ACTIVE,P4
S01141,2025-02-18,SUSPENDED,P3
S00804,2025-02-24,CANCELLED,P4
S00307,2025-01-19,CANCELLED,P1
S01144,2025-02-26,SUSPENDED,P2
S00015,2025-01-19,ACTIVE,P4
S01166,2025-01-25,SUSPENDED,P3
S01217,2025-01-21,CANCELLED,P2
S01475,2025-01-01,CANCELLED,P2
S01396,2025-01-02,CANCELLED,P3
S00363,2025-01-16,SUSPENDED,P2
S00900,2025-02-09,SUSPENDED,P3
S01893,2025-02-07,ACTIVE,P4
S00461,2025-02-04,SUSPENDED,P4
S00373,2025-02-22,SUSPENDED,P4
S01010,2025-02-04,SUSPENDED,P3
S00738,2025-02-24,CANCELLED,P2
S00978,2025-01-26,CANCELLED,P1
S01813,2025-01-17,SUSPENDED,P1
S02000,2025-02-15,SUSPENDED,P4
S01180,2025-02-14,SUSPENDED,P1
S00682,2025-02-13,ACTIVE,P1
S01944,2025-02-24,SUSPENDED,P2
S01450,2025-01-11,SUSPENDED,P2
S00689,2025-02-06,ACTIVE,P1
S00145,2025-02-17,ACTIVE,P4
S00650,2025-02-02,SUSPENDED,P1
S01988,2025-02-18,SUSPENDED,P1
S00383,2025-01-23,SUSPENDED,P4
S00529,2025-02-17,ACTIVE,P4
S00622,2025-02-11,CANCELLED,P2
S01016,2025-01-02,ACTIVE,P1
S00922,2025-02-07,SUSPENDED,P4
S01510,2025-01-22,CANCELLED,P3
S01692,2025-02-04,ACTIVE,P4
S01418,2025-02-20,CANCELLED,P3
S00106,2025-02-26,CANCELLED,P2
S01827,2025-01-23,CANCELLED,P2
S01552,2025-01-21,CANCELLED,P1
S00671,2025-02-24,CANCELLED,P1
S01064,2025-01-19,CANCELLED,P4
S00336,2025-01-12,SUSPENDED,P4
S00599,2025-01-04,SUSPENDED,P4
S01815,2025-01-16,SUSPENDED,P1
S00870,2025-01-18,SUSPENDED,P2
S00957,2025-01-13,ACTIVE,P4
S00053,2025-02-05,ACTIVE,P4
S00408,2025-01-12,SUSPENDED,P4
S00250,2025-02-03,ACTIVE,P3
S00751,2025-01-04,SUSPENDED,P1
S00934,2025-01-13,ACTIVE,P3
S01214,2025-02-24,CANCELLED,P1
S01694,2025-02-11,ACTIVE,P4
S00744,2025-02-25,CANCELLED,P1
S00345,2025-02-09,CANCELLED,P3
S00763,2025-02-15,CANCELLED,P2
S00421,2025-02-23,ACTIVE,P2
S00567,2025-01-05,CANCELLED,P1
S01281,2025-02-14,SUSPENDED,P4
S00989,2025-01-28,CANCELLED,P3
S00094,2025-02-19,SUSPENDED,P4
S01130,2025-01-27,ACTIVE,P3
S01370,2025-02-05,ACTIVE,P4
S00310,2025-01-24,SUSPENDED,P4
S01489,2025-02-20,SUSPENDED,P2
S00026,2025-02-19,CANCELLED,P1
S00791,2025-02-05,SUSPENDED,P3
S01652,2025-02-09,SUSPENDED,P4
S00965,2025-01-02,ACTIVE,P3
S01121,2025-01-08,SUSPENDED,P3
S01798,2025-02-20,CANCELLED,P1
S00910,2025-01-04,SUSPENDED,P2
S01835,2025-02-23,CANCELLED,P3
S00014,2025-02-07,ACTIVE,P2
S01561,2025-02-19,CANCELLED,P3
S00402,2025-01-16,SUSPENDED,P2
S00680,2025-01-14,ACTIVE,P3
S01343,2025-02-20,ACTIVE,P2
S00257,2025-02-21,SUSPENDED,P3
S00659,2025-01-27,ACTIVE,P1
S00650,2025-01-02,CANCELLED,P4
S00512,2025-02-27,SUSPENDED,P4
S01716,2025-01-15,CANCELLED,P2
S00906,2025-01-27,ACTIVE,P3
S00689,2025-02-05,SUSPENDED,P2
S01656,2025-01-25,CANCELLED,P2
S01556,2025-02-27,CANCELLED,P2
S01609,2025-02-20,SUSPENDED,P4
S01809,2025-02-17,SUSPENDED,P1
S01048,2025-01-03,CANCELLED,P4
S00317,2025-02-21,SUSPENDED,P3
S00314,2025-02-15,CANCELLED,P3
S01646,2025-02-20,ACTIVE,P3
S01300,2025-02-13,ACTIVE,P2
S01718,2025-01-05,SUSPENDED,P4
S00765,2025-02-02,CANCELLED,P1
S01458,2025-01-08,CANCELLED,P3
S01484,2025-02-08,ACTIVE,P3
S00533,2025-01-17,ACTIVE,P1
S01496,2025-01-10,SUSPENDED,P4
S01343,2025-02-23,CANCELLED,P3
S00315,2025-01-16,ACTIVE,P2
S01763,2025-01-10,CANCELLED,P2
S00566,2025-01-22,ACTIVE,P3
S01225,2025-01-28,ACTIVE,P3
S00256,2025-02-04,CANCELLED,P3
S00721,2025-01-12,CANCELLED,P4
S01777,2025-02-17,CANCELLED,P2
S00935,2025-01-18,CANCELLED,P3
S01703,2025-01-13,SUSPENDED,P4
S00976,2025-02-12,ACTIVE,P2
S00567,2025-02-06,CANCELLED,P2
S00800,2025-02-03,ACTIVE,P1
S01857,2025-01-03,ACTIVE,P2
S01711,2025-02-16,ACTIVE,P1
S01007,2025-02-16,CANCELLED,P4
S00560,2025-01-06,SUSPENDED,P3
S00325,2025-01-14,CANCELLED,P2
S01063,2025-01-17,SUSPENDED,P2
S00829,2025-02-24,SUSPENDED,P4
S01248,2025-01-05,ACTIVE,P1
S01382,2025-02-09,CANCELLED,P1
S01910,2025-02-10,ACTIVE,P1
S01821,2025-01-11,CANCELLED,P4
S00776,2025-01-04,SUSPENDED,P1
S00954,2025-01-06,ACTIVE,P1
S01001,2025-01-02,CANCELLED,P2
S01816,2025-01-17,SUSPENDED,P4
S00368,2025-01-12,ACTIVE,P2
S00386,2025-01-27,CANCELLED,P3
S01716,2025-01-27,CANCELLED,P1
S00800,2025-02-26,ACTIVE,P3
S01109,2025-02-24,CANCELLED,P3
S01521,2025-02-16,ACTIVE,P1
S00634,2025-01-13,SUSPENDED,P1
S01182,2025-01-14,CANCELLED,P3
S01181,2025-01-10,ACTIVE,P4
S01171,2025-02-24,SUSPENDED,P2
S00219,2025-01-19,ACTIVE,P1
S01945,2025-01-08,SUSPENDED,P2
S00362,2025-02-03,SUSPENDED,P2
S01115,2025-01-28,CANCELLED,P2
S01217,2025-01-16,CANCELLED,P4
S00539,2025-02-14,CANCELLED,P3
S01836,2025-02-14,CANCELLED,P2
S00965,2025-02-10,SUSPENDED,P3
S01838,2025-02-02,CANCELLED,P4
S01398,2025-01-26,ACTIVE,P1
S00451,2025-01-13,SUSPENDED,P1
S00203,2025-01-26,CANCELLED,P3
S01280,2025-01-09,CANCELLED,P3
S01712,2025-01-06,ACTIVE,P3
S00084,2025-02-20,ACTIVE,P4
S00138,2025-01-08,ACTIVE,P3
S01534,2025-01-11,ACTIVE,P1
S01156,2025-01-26,ACTIVE,P2
S01250,2025-01-13,ACTIVE,P4
S01952,2025-01-25,SUSPENDED,P1
S01266,2025-01-23,CANCELLED,P1
S00273,2025-02-07,SUSPENDED,P1
S00939,2025-02-28,SUSPENDED,P3
S01818,2025-01-08,CANCELLED,P4
S01379,2025-01-12,SUSPENDED,P3
S00524,2025-02-21,CANCELLED,P2
S00787,2025-02-03,ACTIVE,P4
S01191,2025-01-10,SUSPENDED,P3
S01091,2025-01-04,CANCELLED,P2
S00404,2025-01-15,ACTIVE,P2
S00273,2025-02-10,CANCELLED,P2
S00053,2025-02-10,CANCELLED,P1
S00034,2025-02-26,ACTIVE,P2
S01078,2025-01-28,SUSPENDED,P4
S01111,2025-01-03,ACTIVE,P4
S00944,2025-01-04,CANCELLED,P4
S00472,2025-02-18,ACTIVE,P4
S00965,2025-01-12,SUSPENDED,P3
S01827,2025-01-11,CANCELLED,P1
